merchant_id,avg_txn_value,failed_txns_last_7d,support_tickets_last_30d,csat_score,settlement_delay_avg,api_failure_rate,active_days_last_month,delight_score
MID_58484,1083.19,2,3,2.6,2.61,0.081,26,0.235
MID_58485,6861.72,4,3,3.4,1.52,0.187,17,0.209
MID_58486,4806.11,5,0,3.6,0.14,0.079,28,0.388
MID_58487,59.74,5,3,2.6,1.52,0.186,14,0.036
MID_58488,6252.18,3,2,5.0,0.68,0.614,16,0.327
MID_58489,773.29,4,2,4.4,1.39,0.091,30,0.326
MID_58490,18137.35,3,0,4.6,1.08,0.171,13,0.557
MID_58491,6806.12,4,3,4.8,1.67,0.318,20,0.273
MID_58492,11713.47,3,2,4.3,3.01,0.091,17,0.392
MID_58493,17211.3,3,3,3.4,1.14,0.092,29,0.399
MID_58494,525.34,3,4,3.5,1.84,0.092,25,0.193
MID_58495,4112.79,1,3,3.6,1.62,0.284,12,0.307
MID_58496,254.39,1,3,3.6,1.11,0.05,18,0.346
MID_58497,509.0,1,1,4.3,2.21,0.097,15,0.449
MID_58498,385.67,3,3,3.3,1.34,0.242,17,0.183
MID_58499,6499.09,4,3,5.0,1.49,0.41,15,0.251
MID_58500,5990.71,2,1,3.9,1.15,0.153,22,0.462
MID_58501,631.96,4,4,3.4,1.87,0.076,12,0.098
MID_58502,3043.11,2,1,3.2,1.04,0.172,28,0.41
MID_58503,2803.64,1,0,4.1,2.31,0.061,26,0.552
MID_58504,3518.51,4,3,3.9,0.98,0.282,22,0.216
MID_58505,10237.71,3,7,3.4,1.57,0.067,30,0.153
MID_58506,11942.45,5,2,4.2,2.63,0.176,14,0.268
MID_58507,4141.1,0,3,5.0,2.67,0.062,14,0.472
MID_58508,15522.58,2,3,3.3,1.8,0.157,12,0.351
MID_58509,5410.45,0,0,3.5,1.11,0.122,11,0.553
MID_58510,7389.87,5,0,3.0,2.24,0.251,14,0.252
MID_58511,1572.97,2,0,5.0,1.43,0.098,22,0.541
MID_58512,2651.32,3,4,3.1,1.54,0.031,22,0.199
MID_58513,13003.19,4,1,3.8,2.32,0.117,15,0.373
MID_58514,37740.99,3,4,4.0,1.33,0.182,30,0.418
MID_58515,12196.06,2,1,4.8,1.95,0.166,21,0.545
MID_58516,557.22,1,3,4.4,1.06,0.209,28,0.4
MID_58517,1541.91,4,2,4.2,1.1,0.056,10,0.268
MID_58518,5901.91,3,2,4.2,0.0,0.045,11,0.387
MID_58519,13189.08,5,2,4.1,2.78,0.079,22,0.314
MID_58520,1814.41,1,1,4.1,1.1,0.092,19,0.487
MID_58521,13895.84,3,2,3.2,1.54,0.116,17,0.365
MID_58522,8115.61,3,0,4.3,1.24,0.153,17,0.486
MID_58523,14896.27,1,1,2.7,1.94,0.185,17,0.469
MID_58524,8156.26,1,0,2.9,1.53,0.032,20,0.531
MID_58525,9226.19,2,4,3.5,0.37,0.054,24,0.358
MID_58526,2860.13,2,4,3.0,2.6,0.33,22,0.164
MID_58527,12736.44,7,1,3.4,1.95,0.025,17,0.229
MID_58528,18579.91,4,2,4.5,2.01,0.191,27,0.428
MID_58529,20502.0,5,1,4.0,1.07,0.124,13,0.392
MID_58530,298.96,3,2,3.5,1.99,0.087,18,0.266
MID_58531,9797.57,1,0,4.0,1.22,0.404,16,0.529
MID_58532,45600.38,4,2,3.8,1.77,0.338,30,0.421
MID_58533,8841.03,4,2,3.7,0.84,0.074,30,0.373
MID_58534,1878.6,3,0,2.9,2.23,0.068,24,0.365
MID_58535,21005.27,4,3,3.7,1.5,0.154,21,0.338
MID_58536,3069.42,4,3,3.1,2.61,0.305,13,0.097
MID_58537,460.58,4,2,3.4,2.15,0.181,22,0.203
MID_58538,5630.28,0,4,3.1,1.85,0.154,22,0.346
MID_58539,1056.64,3,4,3.3,0.03,0.15,19,0.191
MID_58540,1224.41,2,2,3.8,0.32,0.229,12,0.328
MID_58541,6222.96,2,1,4.4,1.92,0.12,13,0.455
MID_58542,9485.13,3,2,3.9,1.12,0.038,26,0.429
MID_58543,23580.14,4,2,4.5,2.16,0.19,15,0.404
MID_58544,12216.38,2,4,4.2,0.6,0.139,28,0.414
MID_58545,18489.85,3,0,5.0,2.71,0.155,12,0.55
MID_58546,5306.62,4,4,3.3,1.47,0.125,22,0.169
MID_58547,3835.94,3,1,3.8,1.43,0.191,22,0.372
MID_58548,8985.5,1,3,5.0,1.1,0.193,20,0.49
MID_58549,11890.83,1,0,2.7,1.77,0.044,10,0.508
MID_58550,8399.1,4,2,3.3,2.09,0.097,21,0.286
MID_58551,3072.34,6,3,4.9,1.23,0.125,16,0.178
MID_58552,4615.97,3,4,4.2,0.71,0.318,17,0.226
MID_58553,5947.59,3,3,4.4,1.99,0.164,18,0.309
MID_58554,142.53,1,2,3.7,1.62,0.23,18,0.355
MID_58555,21189.21,2,1,4.4,2.54,0.155,14,0.536
MID_58556,7162.32,4,1,4.3,1.43,0.093,25,0.413
MID_58557,13904.23,2,2,5.0,2.15,0.048,15,0.518
MID_58558,1886.35,5,0,4.1,0.07,0.103,18,0.353
MID_58559,8133.82,1,2,3.4,2.14,0.25,28,0.432
MID_58560,26054.64,5,2,3.9,1.3,0.12,12,0.346
MID_58561,2411.51,1,0,3.8,2.04,0.247,28,0.505
MID_58562,4244.28,5,1,5.0,1.67,0.343,16,0.293
MID_58563,4915.51,2,2,4.0,2.35,0.004,30,0.44
MID_58564,4833.78,1,0,3.1,2.04,0.185,25,0.489
MID_58565,9178.48,1,1,3.8,2.7,0.077,12,0.484
MID_58566,5004.96,0,0,3.2,2.26,0.164,21,0.533
MID_58567,11210.25,3,3,3.5,0.98,0.334,27,0.315
MID_58568,6627.35,0,3,3.7,1.4,0.207,11,0.403
MID_58569,1715.31,2,1,4.6,3.72,0.133,10,0.375
MID_58570,29674.99,5,0,2.9,1.8,0.08,11,0.389
MID_58571,2738.01,2,1,4.3,2.59,0.202,22,0.416
MID_58572,8266.1,4,2,4.3,1.4,0.05,15,0.348
MID_58573,626.14,3,1,3.5,1.63,0.224,25,0.322
MID_58574,25086.46,3,5,3.8,0.52,0.213,29,0.342
MID_58575,26310.35,3,4,3.0,0.37,0.07,13,0.325
MID_58576,4534.12,2,2,3.8,1.22,0.122,28,0.417
MID_58577,1289.48,2,2,4.2,0.79,0.072,24,0.415
MID_58578,14696.07,4,0,5.0,1.7,0.359,12,0.459
MID_58579,3041.54,4,2,4.1,0.6,0.031,21,0.328
MID_58580,12060.27,3,0,3.4,0.85,0.083,20,0.495
MID_58581,24668.49,2,1,4.5,0.59,0.12,26,0.64
MID_58582,8921.79,3,2,4.7,1.47,0.128,20,0.427
MID_58583,19749.92,1,5,3.0,0.84,0.182,24,0.358
MID_58584,2544.39,3,1,3.9,1.66,0.263,12,0.314
MID_58585,24127.43,0,1,3.5,1.83,0.114,20,0.634
MID_58586,2570.17,1,3,4.7,2.37,0.174,29,0.422
MID_58587,2559.25,3,3,4.5,1.62,0.163,29,0.327
MID_58588,21191.71,2,3,3.5,2.01,0.056,26,0.452
MID_58589,8094.64,5,4,4.5,1.8,0.067,25,0.231
MID_58590,16066.5,5,3,5.0,3.17,0.153,14,0.286
MID_58591,16219.6,0,0,5.0,2.28,0.207,29,0.744
MID_58592,10411.78,3,2,3.8,0.21,0.117,23,0.423
MID_58593,2095.78,7,2,3.9,1.42,0.232,15,0.08
MID_58594,11779.61,4,2,5.0,2.42,0.142,30,0.429
MID_58595,657.5,1,0,4.3,1.35,0.122,25,0.547
MID_58596,2239.79,3,1,3.6,1.62,0.177,17,0.327
MID_58597,10297.73,2,3,3.1,1.91,0.304,25,0.315
MID_58598,23839.01,3,1,4.2,2.15,0.059,20,0.53
MID_58599,14770.63,3,2,3.5,2.33,0.248,14,0.336
MID_58600,4041.53,3,4,3.3,1.24,0.032,27,0.247
MID_58601,17355.78,3,2,4.1,1.74,0.124,17,0.433
MID_58602,33991.18,7,2,4.6,0.69,0.158,23,0.344
MID_58603,4033.93,4,3,2.9,0.95,0.208,27,0.193
MID_58604,2068.09,5,1,5.0,0.75,0.169,14,0.318
MID_58605,2200.41,5,2,4.7,1.93,0.17,19,0.245
MID_58606,5113.65,2,2,3.8,1.46,0.216,29,0.402
MID_58607,537.42,1,1,4.1,0.0,0.302,25,0.474
MID_58608,6689.57,3,1,4.4,1.93,0.398,23,0.387
MID_58609,13178.83,1,1,3.5,2.0,0.21,25,0.527
MID_58610,7560.01,0,3,4.8,0.17,0.215,14,0.51
MID_58611,35082.34,3,1,4.0,1.63,0.118,30,0.572
MID_58612,6193.41,1,2,3.4,2.02,0.185,25,0.42
MID_58613,133.48,1,0,4.3,1.68,0.161,15,0.494
MID_58614,6351.13,1,1,3.3,1.7,0.136,26,0.485
MID_58615,26575.78,1,2,4.5,2.63,0.047,21,0.602
MID_58616,1007.73,3,3,4.0,1.43,0.255,17,0.227
MID_58617,2522.73,2,0,5.0,1.93,0.403,22,0.479
MID_58618,12572.3,1,2,3.5,0.77,0.103,22,0.509
MID_58619,3482.83,2,3,3.3,2.17,0.238,12,0.231
MID_58620,14491.95,4,3,3.0,0.67,0.128,12,0.255
MID_58621,5435.63,2,4,5.0,3.19,0.148,16,0.313
MID_58622,15899.64,4,1,3.3,1.99,0.25,19,0.354
MID_58623,8019.2,4,1,3.7,1.01,0.138,26,0.387
MID_58624,860.69,2,3,4.4,1.95,0.033,19,0.34
MID_58625,4879.82,1,1,4.2,1.78,0.236,20,0.484
MID_58626,4053.38,3,2,4.8,2.11,0.117,10,0.346
MID_58627,16611.59,3,3,3.9,1.8,0.018,30,0.431
MID_58628,9805.05,2,3,4.1,0.89,0.345,15,0.35
MID_58629,15023.82,4,3,3.2,2.8,0.184,30,0.276
MID_58630,4654.54,3,1,4.7,2.33,0.128,21,0.426
MID_58631,11768.22,3,3,3.7,0.62,0.11,17,0.35
MID_58632,674.59,3,3,3.5,1.68,0.28,30,0.227
MID_58633,374.15,3,3,4.3,0.87,0.06,26,0.319
MID_58634,3389.3,4,4,3.7,1.37,0.101,17,0.165
MID_58635,14858.9,3,0,5.0,1.8,0.419,12,0.496
MID_58636,7637.57,3,4,3.1,0.8,0.031,25,0.27
MID_58637,5256.38,4,1,4.0,1.74,0.184,23,0.346
MID_58638,22694.85,1,0,4.9,1.61,0.126,14,0.696
MID_58639,6878.84,2,1,4.8,0.89,0.158,10,0.488
MID_58640,9503.37,5,0,4.5,1.43,0.398,22,0.374
MID_58641,42565.3,1,2,3.9,1.36,0.198,29,0.608
MID_58642,7389.65,5,3,4.8,2.69,0.28,13,0.192
MID_58643,15301.77,3,5,4.9,2.4,0.367,18,0.261
MID_58644,5341.38,5,4,3.7,2.11,0.126,30,0.157
MID_58645,370.17,3,3,4.4,1.7,0.259,22,0.255
MID_58646,17986.15,3,2,4.0,1.7,0.08,23,0.46
MID_58647,28896.55,2,2,3.8,1.93,0.133,28,0.535
MID_58648,5698.36,6,3,3.8,0.81,0.217,25,0.157
MID_58649,7004.46,3,2,3.6,0.62,0.23,21,0.345
MID_58650,5518.87,2,1,4.2,1.57,0.13,27,0.488
MID_58651,57782.31,0,0,4.1,2.08,0.208,15,0.712
MID_58652,23367.73,2,1,3.3,2.33,0.194,20,0.494
MID_58653,419.7,2,3,4.0,0.35,0.034,17,0.337
MID_58654,15096.77,4,2,3.3,0.84,0.052,22,0.372
MID_58655,9183.85,6,1,3.6,2.12,0.249,20,0.226
MID_58656,254.63,2,3,4.9,1.91,0.119,25,0.368
MID_58657,5882.69,5,1,4.4,0.48,0.064,18,0.359
MID_58658,1621.8,2,4,4.3,2.61,0.151,12,0.232
MID_58659,20639.44,2,0,3.1,1.66,0.03,28,0.595
MID_58660,127.8,3,4,3.3,1.12,0.106,22,0.179
MID_58661,20644.02,6,3,5.0,3.44,0.303,26,0.262
MID_58662,28274.95,2,2,3.3,1.93,0.283,26,0.467
MID_58663,757.85,2,2,5.0,1.3,0.281,27,0.415
MID_58664,12723.86,1,2,3.2,1.32,0.309,17,0.423
MID_58665,7960.49,5,4,5.0,0.13,0.148,18,0.253
MID_58666,30851.48,2,0,3.2,0.0,0.069,21,0.631
MID_58667,16002.29,4,2,4.2,1.82,0.124,17,0.38
MID_58668,11855.24,2,3,4.0,1.13,0.129,28,0.441
MID_58669,25970.87,5,1,1.9,1.33,0.107,19,0.302
MID_58670,1747.7,2,2,3.8,2.25,0.066,13,0.331
MID_58671,4715.41,3,1,4.6,1.97,0.333,20,0.383
MID_58672,18511.39,3,1,3.9,2.0,0.111,11,0.454
MID_58673,1071.24,3,1,4.5,1.24,0.324,27,0.381
MID_58674,27402.74,4,3,3.4,1.31,0.316,29,0.337
MID_58675,13671.02,4,2,3.8,1.98,0.011,14,0.352
MID_58676,5786.28,4,1,5.0,1.87,0.3,26,0.396
MID_58677,4135.8,2,3,3.3,1.14,0.169,11,0.269
MID_58678,1597.07,2,3,3.6,1.11,0.211,25,0.301
MID_58679,983.56,1,5,4.0,1.83,0.189,11,0.212
MID_58680,5509.44,5,2,3.8,2.76,0.307,10,0.148
MID_58681,18521.37,0,2,4.7,2.41,0.157,10,0.581
MID_58682,7589.68,3,1,4.0,1.5,0.349,18,0.373
MID_58683,5999.28,8,3,4.3,2.2,0.301,28,0.055
MID_58684,3842.55,6,4,2.1,1.11,0.167,22,0.0
MID_58685,1707.29,5,0,3.9,1.6,0.298,18,0.269
MID_58686,46151.49,3,4,4.1,2.51,0.031,14,0.382
MID_58687,260.69,2,2,3.5,1.51,0.234,18,0.296
MID_58688,3736.99,1,2,4.1,1.07,0.212,18,0.429
MID_58689,14669.82,2,4,4.2,1.49,0.146,14,0.365
MID_58690,7351.33,1,2,4.4,1.71,0.254,28,0.493
MID_58691,3766.66,3,2,3.2,2.02,0.152,14,0.255
MID_58692,49252.8,1,4,4.9,1.37,0.168,14,0.527
MID_58693,9654.01,6,1,5.0,1.64,0.248,23,0.334
MID_58694,3497.78,1,1,4.8,1.85,0.146,22,0.53
MID_58695,18835.67,5,1,2.6,1.07,0.409,23,0.277
MID_58696,1627.12,3,3,4.0,1.58,0.373,20,0.217
MID_58697,6228.27,4,2,3.2,1.18,0.13,23,0.279
MID_58698,18300.15,3,5,4.6,1.16,0.089,16,0.333
MID_58699,41140.2,4,1,4.0,2.3,0.092,19,0.483
MID_58700,4829.8,1,4,4.7,1.78,0.155,24,0.393
MID_58701,1486.27,4,1,4.2,1.26,0.093,10,0.306
MID_58702,8368.55,0,0,3.7,1.18,0.161,25,0.629
MID_58703,28822.79,3,2,4.4,1.66,0.219,26,0.502
MID_58704,10954.52,2,1,3.0,1.87,0.15,26,0.449
MID_58705,9217.04,6,3,5.0,0.99,0.211,10,0.207
MID_58706,3700.38,1,1,3.8,1.92,0.192,19,0.451
MID_58707,9322.67,5,2,3.3,1.76,0.011,18,0.258
MID_58708,21600.27,2,0,4.2,2.01,0.081,25,0.638
MID_58709,4708.46,2,4,4.0,0.47,0.081,21,0.331
MID_58710,2771.43,1,2,4.1,1.83,0.271,11,0.369
MID_58711,6557.7,4,0,3.3,2.36,0.216,30,0.371
MID_58712,4719.06,3,0,4.3,2.42,0.314,10,0.376
MID_58713,6347.39,2,2,4.8,1.33,0.413,28,0.434
MID_58714,1006.27,4,5,2.8,1.54,0.254,24,0.026
MID_58715,4097.89,1,3,3.7,1.76,0.059,11,0.352
MID_58716,17518.53,3,2,3.9,2.6,0.492,14,0.321
MID_58717,5113.61,2,2,5.0,2.35,0.253,15,0.402
MID_58718,34387.47,1,4,3.6,0.0,0.103,28,0.526
MID_58719,12338.99,2,2,4.4,2.58,0.095,28,0.497
MID_58720,4557.64,2,1,3.2,1.37,0.249,15,0.36
MID_58721,2899.03,7,5,3.2,1.9,0.151,12,0.0
MID_58722,11563.52,2,2,3.3,2.26,0.351,29,0.384
MID_58723,3601.76,2,0,4.6,0.54,0.276,29,0.542
MID_58724,26158.29,3,2,4.6,2.51,0.133,10,0.455
MID_58725,1236.78,2,0,3.5,2.06,0.104,19,0.424
MID_58726,291.61,3,2,4.4,2.75,0.076,25,0.33
MID_58727,2497.79,4,1,3.5,1.13,0.116,24,0.319
MID_58728,9329.77,2,1,3.4,0.4,0.162,13,0.444
MID_58729,18015.8,3,2,3.8,2.1,0.41,16,0.351
MID_58730,1864.84,2,4,4.6,1.39,0.137,22,0.313
MID_58731,8788.09,5,4,4.7,0.88,0.227,27,0.242
MID_58732,1556.64,3,2,4.8,0.56,0.252,14,0.339
MID_58733,8282.31,4,1,3.1,2.18,0.081,10,0.288
MID_58734,183.5,5,3,3.5,1.56,0.213,14,0.085
MID_58735,8160.09,3,4,4.5,1.25,0.175,21,0.307
MID_58736,7376.76,2,4,3.6,1.17,0.158,28,0.325
MID_58737,437.93,5,2,3.5,1.07,0.158,21,0.181
MID_58738,11693.04,4,2,3.7,1.7,0.285,14,0.283
MID_58739,8492.27,5,1,3.6,1.05,0.197,20,0.302
MID_58740,9757.68,3,4,4.8,0.62,0.251,29,0.363
MID_58741,7545.42,1,3,3.4,2.9,0.209,19,0.34
MID_58742,12801.11,4,2,2.3,0.0,0.116,20,0.294
MID_58743,7444.49,5,1,3.5,0.38,0.17,24,0.32
MID_58744,25545.11,1,1,4.1,1.99,0.116,18,0.614
MID_58745,28736.8,3,3,4.2,1.49,0.398,20,0.388
MID_58746,12970.96,0,1,4.0,1.45,0.14,28,0.64
MID_58747,24277.18,3,2,2.8,1.17,0.019,24,0.438
MID_58748,25659.63,1,4,3.8,1.83,0.018,14,0.456
MID_58749,3038.09,4,1,3.1,1.1,0.312,13,0.225
MID_58750,51043.44,2,1,3.9,0.88,0.246,14,0.561
MID_58751,3112.06,4,2,5.0,0.9,0.212,19,0.334
MID_58752,187.13,2,4,4.6,2.0,0.16,22,0.279
MID_58753,32761.07,2,2,3.9,3.1,0.196,18,0.478
MID_58754,2532.39,2,1,2.4,2.25,0.146,26,0.332
MID_58755,8773.61,3,3,3.7,2.0,0.375,22,0.263
MID_58756,35290.82,1,2,3.5,2.32,0.377,14,0.473
MID_58757,507.15,4,3,3.9,3.44,0.215,10,0.111
MID_58758,3137.69,4,3,3.4,1.05,0.189,14,0.173
MID_58759,9385.98,8,1,4.2,2.49,0.162,28,0.201
MID_58760,14378.32,4,1,3.5,2.0,0.082,30,0.427
MID_58761,16469.66,4,2,3.5,1.11,0.141,20,0.362
MID_58762,21528.33,6,2,4.2,2.28,0.126,25,0.323
MID_58763,1844.47,1,3,5.0,2.14,0.204,16,0.388
MID_58764,4620.95,2,2,3.8,2.75,0.25,16,0.322
MID_58765,12526.53,4,3,3.7,0.64,0.296,16,0.264
MID_58766,12563.55,2,0,4.7,2.13,0.385,24,0.554
MID_58767,3682.48,2,3,4.1,1.44,0.204,18,0.323
MID_58768,3627.26,3,4,4.2,1.21,0.143,21,0.255
MID_58769,3866.07,2,2,3.9,2.32,0.03,29,0.416
MID_58770,22263.67,2,0,3.4,1.06,0.25,13,0.537
MID_58771,24025.24,2,2,4.5,1.72,0.102,29,0.579
MID_58772,149.39,2,3,3.6,1.37,0.359,13,0.212
MID_58773,3930.67,3,2,4.9,1.82,0.045,21,0.407
MID_58774,4976.39,5,1,3.8,1.24,0.103,19,0.295
MID_58775,40390.32,0,0,4.2,1.07,0.074,25,0.792
MID_58776,28854.05,5,6,4.0,0.67,0.185,20,0.185
MID_58777,9897.36,1,4,5.0,1.76,0.169,15,0.423
MID_58778,468.88,5,4,4.3,1.2,0.429,19,0.066
MID_58779,2122.25,5,1,4.1,2.82,0.081,10,0.228
MID_58780,5695.26,4,5,4.0,2.19,0.138,18,0.134
MID_58781,31950.52,1,3,3.8,1.34,0.041,26,0.564
MID_58782,994.94,2,3,4.0,1.31,0.216,22,0.304
MID_58783,15671.08,2,0,3.3,1.32,0.15,22,0.546
MID_58784,2121.93,2,1,4.5,1.06,0.132,29,0.49
MID_58785,7089.74,2,0,2.9,1.87,0.096,21,0.455
MID_58786,14565.92,1,2,4.4,3.26,0.165,30,0.54
MID_58787,11792.65,3,3,2.1,1.17,0.046,16,0.253
MID_58788,14949.84,2,0,3.1,2.03,0.049,29,0.559
MID_58789,16798.21,3,6,2.6,1.78,0.512,12,0.045
MID_58790,3649.12,3,2,4.4,2.02,0.081,11,0.33
MID_58791,4526.05,2,2,3.0,1.59,0.166,15,0.31
MID_58792,16914.22,5,1,4.2,2.5,0.034,16,0.386
MID_58793,394.1,2,4,3.8,1.15,0.024,17,0.261
MID_58794,7224.83,2,5,3.5,0.5,0.218,20,0.242
MID_58795,25307.99,4,1,5.0,1.47,0.169,25,0.541
MID_58796,21628.58,4,1,4.1,1.23,0.287,22,0.446
MID_58797,16311.93,6,0,3.8,1.22,0.1,11,0.355
MID_58798,217.84,2,3,4.2,0.92,0.417,25,0.286
MID_58799,21864.66,4,1,3.3,1.37,0.123,28,0.449
MID_58800,24266.07,2,3,4.3,0.9,0.107,13,0.479
MID_58801,10896.63,6,0,4.5,1.41,0.195,17,0.359
MID_58802,3551.25,6,3,3.9,1.21,0.05,23,0.162
MID_58803,6732.02,3,4,4.1,2.03,0.415,17,0.194
MID_58804,14380.91,2,2,3.9,1.08,0.111,16,0.467
MID_58805,16768.0,1,1,4.4,1.67,0.049,29,0.654
MID_58806,4205.95,1,2,4.0,1.69,0.242,26,0.436
MID_58807,3946.25,4,0,3.5,2.06,0.032,11,0.338
MID_58808,13324.93,2,3,4.1,1.89,0.056,18,0.424
MID_58809,11594.96,5,0,3.2,1.83,0.186,30,0.373
MID_58810,7198.96,2,4,4.3,0.32,0.264,24,0.348
MID_58811,5451.76,2,3,4.6,1.19,0.131,27,0.419
MID_58812,10704.91,4,3,3.8,0.5,0.127,12,0.28
MID_58813,329.71,3,0,3.9,2.36,0.228,29,0.391
MID_58814,787.07,2,2,2.4,0.66,0.202,12,0.238
MID_58815,8511.74,6,1,4.0,0.97,0.192,27,0.303
MID_58816,2360.75,5,1,2.6,3.24,0.007,23,0.19
MID_58817,14906.95,1,3,4.8,0.77,0.313,11,0.473
MID_58818,14800.07,1,1,4.5,1.25,0.407,29,0.586
MID_58819,12377.44,1,1,3.6,2.12,0.053,24,0.553
MID_58820,23392.77,1,3,4.7,2.41,0.117,16,0.529
MID_58821,1517.94,3,4,4.0,0.31,0.353,23,0.205
MID_58822,3000.79,1,2,4.3,0.99,0.076,15,0.453
MID_58823,2907.52,3,2,3.7,2.19,0.15,28,0.32
MID_58824,15250.45,2,1,4.1,1.79,0.134,27,0.552
MID_58825,7367.74,2,4,3.6,0.92,0.104,14,0.294
MID_58826,2912.56,4,0,4.2,1.97,0.243,23,0.37
MID_58827,1466.77,3,2,4.3,1.06,0.18,27,0.355
MID_58828,22350.79,2,2,4.5,0.9,0.049,14,0.55
MID_58829,11780.75,6,2,3.6,0.36,0.224,17,0.227
MID_58830,7518.89,2,0,5.0,1.15,0.158,21,0.587
MID_58831,33659.52,4,3,4.3,1.79,0.136,10,0.365
MID_58832,18943.97,2,5,3.5,0.9,0.261,19,0.301
MID_58833,1961.63,1,2,3.8,0.84,0.26,12,0.369
MID_58834,7095.42,4,1,4.6,1.59,0.089,11,0.381
MID_58835,6656.85,4,1,4.5,1.58,0.201,22,0.386
MID_58836,18597.37,1,0,4.5,1.24,0.195,15,0.652
MID_58837,1614.47,1,0,3.8,1.73,0.145,27,0.521
MID_58838,6010.9,4,8,4.2,2.04,0.116,11,0.0
MID_58839,10120.88,2,5,5.0,1.68,0.112,28,0.381
MID_58840,29050.62,3,3,3.4,0.65,0.237,26,0.41
MID_58841,22952.61,8,2,3.3,0.88,0.266,18,0.151
MID_58842,7632.43,3,5,4.2,1.68,0.171,21,0.227
MID_58843,9332.35,3,1,4.1,0.83,0.018,26,0.5
MID_58844,19132.58,6,3,5.0,2.63,0.175,13,0.254
MID_58845,13640.96,2,3,3.5,2.18,0.014,22,0.406
MID_58846,21147.42,2,2,2.9,1.63,0.145,16,0.423
MID_58847,22626.97,3,0,2.9,2.05,0.113,22,0.496
MID_58848,17872.86,6,2,3.9,2.31,0.015,27,0.317
MID_58849,94.22,8,2,4.1,1.47,0.289,29,0.056
MID_58850,3724.18,2,2,5.0,1.07,0.103,19,0.458
MID_58851,5167.05,4,1,3.6,1.29,0.032,26,0.371
MID_58852,11329.41,7,1,4.5,1.82,0.261,23,0.261
MID_58853,3665.25,4,1,4.6,2.32,0.09,26,0.385
MID_58854,3909.09,4,2,4.4,0.0,0.166,11,0.306
MID_58855,5111.64,2,1,3.8,1.18,0.062,28,0.485
MID_58856,31085.34,2,6,4.9,2.87,0.169,14,0.332
MID_58857,5747.56,6,2,5.0,1.42,0.251,28,0.271
MID_58858,1516.05,4,1,4.7,1.82,0.2,13,0.314
MID_58859,63.76,1,4,3.7,2.5,0.415,30,0.24
MID_58860,2699.9,5,1,4.1,1.11,0.313,20,0.255
MID_58861,27937.86,4,1,4.9,1.24,0.118,29,0.569
MID_58862,31009.27,1,3,3.8,1.79,0.265,23,0.499
MID_58863,7529.0,2,4,4.3,0.57,0.134,25,0.375
MID_58864,10394.85,5,0,3.8,2.27,0.23,24,0.362
MID_58865,15892.33,2,1,3.7,0.93,0.223,25,0.524
MID_58866,575.1,1,2,4.9,0.64,0.062,22,0.498
MID_58867,4688.96,1,2,5.0,1.58,0.193,27,0.516
MID_58868,10279.13,2,1,5.0,0.89,0.311,11,0.501
MID_58869,22852.7,3,1,3.3,1.38,0.437,10,0.379
MID_58870,12976.59,1,4,3.7,1.49,0.044,14,0.394
MID_58871,4308.77,4,2,4.9,1.31,0.234,24,0.343
MID_58872,24077.49,2,2,4.3,2.18,0.354,29,0.507
MID_58873,10924.89,3,2,4.5,1.78,0.17,27,0.44
MID_58874,17733.42,0,2,3.5,0.0,0.236,25,0.588
MID_58875,4869.59,1,2,4.0,1.74,0.273,16,0.402
MID_58876,21.61,2,2,4.7,1.36,0.178,12,0.359
MID_58877,1817.24,3,1,4.4,1.99,0.291,16,0.337
MID_58878,26197.29,3,2,4.3,1.84,0.094,17,0.482
MID_58879,336.85,2,1,4.6,1.32,0.036,22,0.469
MID_58880,9064.38,5,3,4.4,1.41,0.054,23,0.287
MID_58881,5261.55,7,1,3.3,2.62,0.37,29,0.12
MID_58882,5613.8,4,0,4.7,2.45,0.225,27,0.433
MID_58883,5121.9,4,3,3.3,1.63,0.059,13,0.197
MID_58884,698.07,1,2,3.1,0.45,0.189,19,0.36
MID_58885,1304.85,1,3,3.6,1.76,0.311,19,0.295
MID_58886,650.07,6,1,3.9,2.58,0.238,13,0.135
MID_58887,554.15,3,3,4.1,0.97,0.101,16,0.265
MID_58888,894.99,4,1,4.2,1.03,0.251,30,0.34
MID_58889,11927.6,5,4,4.7,1.63,0.217,13,0.206
MID_58890,1212.7,1,2,4.4,1.7,0.375,16,0.37
MID_58891,3031.25,2,4,4.0,0.49,0.285,22,0.277
MID_58892,10698.77,2,4,3.7,1.81,0.178,30,0.348
MID_58893,1190.83,2,1,4.1,0.68,0.117,12,0.411
MID_58894,24107.97,1,2,3.6,1.65,0.035,26,0.58
MID_58895,6491.0,3,0,4.5,1.1,0.239,22,0.486
MID_58896,32983.92,5,1,3.0,2.5,0.131,21,0.36
MID_58897,2138.26,2,4,3.7,1.48,0.191,29,0.272
MID_58898,311.03,2,1,3.3,1.11,0.077,29,0.41
MID_58899,8922.85,3,2,3.7,1.01,0.158,16,0.357
MID_58900,3985.96,2,2,4.2,1.66,0.163,26,0.412
MID_58901,8495.45,4,3,3.6,1.07,0.124,19,0.263
MID_58902,6417.89,1,3,3.9,1.32,0.151,11,0.376
MID_58903,6109.34,3,2,5.0,0.77,0.173,12,0.399
MID_58904,19050.02,2,0,4.1,1.56,0.209,20,0.588
MID_58905,2129.88,5,1,3.2,1.09,0.187,18,0.214
MID_58906,6924.17,3,2,4.7,2.29,0.093,27,0.424
